inventory_id,date,region,product,supplier,warehouse,inventory_level,reorder_point,demand_forecast,lead_time_days,supplier_delay_days,order_quantity,unit_cost,holding_cost,stockout_count,supplier_rating,risk_level,on_time_delivery_rate,inventory_value,days_of_supply,shortage_risk
INV-001285,2022-05-04,North,Packaging,Supplier-011,WH-East,9998,968,3531,35,12,4708,166.46,1.92,2,4.5,Low,0.77,1664267.08,84.9,0
INV-001286,2022-12-07,South,Raw Material A,Supplier-022,WH-South,1791,1042,71,39,3,4733,371.99,4.87,7,4.1,Low,0.89,666234.09,756.8,0
INV-001287,2022-05-06,West,Raw Material A,Supplier-023,WH-East,4741,649,3092,59,8,2895,391.47,5.02,2,4.7,Low,0.99,1855959.27,46.0,0
INV-001288,2024-06-26,South,Component X,Supplier-025,WH-North,6022,1008,2001,48,7,4823,343.81,5.99,7,2.2,Medium,0.73,2070423.82,90.3,0
INV-001289,2022-06-24,Central,Component Y,Supplier-022,WH-Central,4474,787,2018,39,28,2396,29.91,2.65,15,2.7,High,0.96,133817.34,66.5,0
INV-001290,2024-06-02,West,Finished Good 2,Supplier-037,WH-South,8373,1669,4073,4,7,3750,73.87,0.88,2,2.6,Low,0.96,618513.51,61.7,0
INV-001291,2024-05-22,South,Raw Material B,Supplier-050,WH-East,7224,668,3886,19,16,2580,190.19,1.46,15,2.4,Low,0.73,1373932.56,55.8,0
INV-001292,2022-02-15,South,Component Y,Supplier-013,WH-Central,1451,1480,4500,19,21,1434,218.65,1.16,7,1.6,Low,0.79,317261.15,9.7,1
INV-001293,2024-04-24,East,Component Y,Supplier-023,WH-East,142,1952,1959,50,14,2357,164.45,8.03,3,1.1,Medium,0.96,23351.9,2.2,1
INV-001294,2023-04-13,South,Equipment,Supplier-017,WH-Central,4529,715,2057,41,14,546,278.31,1.78,11,2.1,Low,0.88,1260465.99,66.1,0
INV-001295,2022-09-24,West,Finished Good 1,Supplier-048,WH-East,175,877,1990,2,11,2142,151.42,7.63,9,5.0,Critical,0.8,26498.5,2.6,1
INV-001296,2022-09-17,Central,Finished Good 2,Supplier-038,WH-East,5930,1310,1728,50,7,1630,209.41,1.52,4,2.2,High,0.94,1241801.3,103.0,0
INV-001297,2023-07-31,South,Component Y,Supplier-001,WH-South,5120,1545,109,39,21,1658,11.01,5.21,17,4.2,Low,0.7,56371.2,1409.2,0
INV-001298,2024-12-23,Central,Raw Material B,Supplier-014,WH-South,5839,1848,1571,10,28,371,177.87,3.23,5,1.6,Medium,0.76,1038582.93,111.5,0
INV-001299,2022-08-08,North,Component X,Supplier-043,WH-South,971,1336,896,58,18,3696,347.33,6.69,9,3.2,Critical,0.85,337257.43,32.5,1
INV-001300,2023-12-03,South,Component X,Supplier-009,WH-East,2683,788,190,17,11,3085,251.99,1.89,6,1.5,Low,0.85,676089.17,423.6,0
INV-001301,2023-10-17,Central,Raw Material B,Supplier-047,WH-South,6757,536,1763,40,3,2035,361.7,6.09,12,3.7,Medium,0.99,2444006.9,115.0,0
INV-001302,2023-06-19,North,Component X,Supplier-030,WH-East,7974,810,4529,40,8,3331,305.04,5.93,0,1.4,High,0.79,2432388.96,52.8,0
INV-001303,2022-11-21,West,Raw Material A,Supplier-025,WH-North,5900,1971,4697,17,23,4899,490.74,4.33,8,2.2,Medium,0.72,2895366.0,37.7,0
INV-001304,2022-01-16,North,Component X,Supplier-032,WH-East,721,1063,1994,55,15,2390,135.6,5.08,7,1.5,Low,0.8,97767.6,10.8,1
INV-001305,2023-03-31,North,Raw Material A,Supplier-045,WH-East,7050,694,3064,53,13,3962,54.17,1.9,13,2.4,Medium,0.75,381898.5,69.0,0
INV-001306,2023-08-08,South,Raw Material B,Supplier-048,WH-East,5701,1972,2787,13,24,2370,67.94,8.2,1,2.3,Critical,0.92,387325.94,61.4,0
INV-001307,2022-03-08,South,Raw Material B,Supplier-049,WH-Central,1859,451,139,45,13,375,134.99,6.25,12,2.1,Low,0.81,250946.41,401.2,0
INV-001308,2023-05-27,Central,Packaging,Supplier-024,WH-South,1243,481,2697,26,1,4900,288.06,1.63,11,1.6,Critical,0.93,358058.58,13.8,0
INV-001309,2022-05-01,North,Equipment,Supplier-032,WH-East,5807,537,2717,31,5,2419,386.92,9.22,10,3.1,High,0.81,2246844.44,64.1,0
INV-001310,2022-09-13,North,Equipment,Supplier-014,WH-West,279,194,640,30,25,4035,19.92,6.41,10,1.8,Low,0.81,5557.68,13.1,0
INV-001311,2022-02-04,North,Component Y,Supplier-007,WH-South,4824,1494,4370,30,29,3720,482.84,2.14,3,4.3,Medium,0.71,2329220.16,33.1,0
INV-001312,2024-01-14,East,Component X,Supplier-029,WH-South,9164,852,4940,40,23,3352,177.31,2.63,19,3.6,Low,0.79,1624868.84,55.7,0
INV-001313,2024-04-10,Central,Packaging,Supplier-010,WH-South,5350,1304,1056,15,19,3410,412.19,2.44,11,4.4,Medium,0.71,2205216.5,152.0,0
INV-001314,2024-10-13,South,Finished Good 1,Supplier-019,WH-South,1804,1448,2201,35,19,4485,335.85,2.64,0,4.4,High,0.77,605873.4,24.6,0
INV-001315,2024-07-13,West,Finished Good 2,Supplier-014,WH-Central,3207,1857,122,30,17,428,296.32,2.49,17,2.3,Low,0.76,950298.24,788.6,0
INV-001316,2024-01-25,North,Component X,Supplier-018,WH-West,2696,1326,1142,15,12,2051,43.95,7.59,18,1.3,High,0.76,118489.2,70.8,0
INV-001317,2024-05-16,West,Component Y,Supplier-011,WH-West,3445,1619,1183,23,17,4839,447.76,6.12,12,2.0,Low,0.98,1542533.2,87.4,0
INV-001318,2023-09-24,West,Equipment,Supplier-039,WH-East,1346,1709,523,10,14,4257,189.41,2.72,14,2.8,Low,0.7,254945.86,77.2,1
INV-001319,2022-05-13,South,Packaging,Supplier-026,WH-West,1319,1078,3241,1,20,2680,446.22,9.35,19,4.8,Low,0.74,588564.18,12.2,0
INV-001320,2024-01-30,Central,Component X,Supplier-039,WH-West,2658,964,4628,43,18,848,96.23,0.61,17,2.8,Low,0.99,255779.34,17.2,0
INV-001321,2024-06-25,East,Equipment,Supplier-041,WH-Central,8307,1381,939,7,0,710,483.55,7.01,2,4.8,Low,0.72,4016849.85,265.4,0
INV-001322,2023-12-14,Central,Finished Good 1,Supplier-014,WH-North,84,793,1447,58,6,855,311.59,5.66,2,4.1,High,0.78,26173.56,1.7,1
INV-001323,2024-02-01,West,Component X,Supplier-024,WH-West,2699,1542,4387,11,14,4153,418.39,5.55,8,2.9,Critical,0.97,1129234.61,18.5,0
INV-001324,2023-08-07,Central,Finished Good 1,Supplier-049,WH-West,7000,1869,4366,15,14,1173,251.94,5.74,3,4.5,Low,0.89,1763580.0,48.1,0
INV-001325,2024-05-20,East,Finished Good 1,Supplier-009,WH-East,8621,941,4871,34,9,4739,298.74,5.12,2,4.6,Medium,0.93,2575437.54,53.1,0
INV-001326,2022-12-20,East,Packaging,Supplier-039,WH-North,6675,531,3495,1,18,2126,160.38,9.49,14,2.7,Low,0.82,1070536.5,57.3,0
INV-001327,2023-05-20,East,Component Y,Supplier-026,WH-Central,9364,1024,4606,6,0,1378,371.39,6.38,9,4.3,Medium,0.88,3477695.96,61.0,0
INV-001328,2023-05-30,West,Finished Good 1,Supplier-013,WH-East,6815,1184,3258,54,28,4659,451.53,4.86,6,4.5,Low,0.88,3077176.95,62.8,0
INV-001329,2024-09-09,Central,Raw Material B,Supplier-008,WH-North,4985,691,229,19,3,3206,358.79,8.67,13,2.7,Critical,0.86,1788568.15,653.1,0
INV-001330,2022-08-06,South,Finished Good 1,Supplier-015,WH-Central,4867,1303,1234,4,7,4339,235.87,8.95,0,2.9,Medium,0.81,1147979.29,118.3,0
INV-001331,2022-10-08,East,Raw Material B,Supplier-050,WH-South,7079,699,4674,11,28,3789,417.91,7.86,15,2.1,Critical,0.74,2958384.89,45.4,0
INV-001332,2023-05-30,South,Raw Material B,Supplier-039,WH-West,6841,493,2769,26,27,4852,250.1,5.95,13,2.8,High,0.92,1710934.1,74.1,0
INV-001333,2024-08-03,South,Raw Material A,Supplier-027,WH-West,5279,1007,3662,52,9,4914,220.29,0.91,17,3.0,Low,0.78,1162910.91,43.2,0
INV-001334,2024-06-08,West,Raw Material A,Supplier-044,WH-Central,7470,1739,3147,54,29,4632,332.68,9.15,13,3.6,Medium,0.95,2485119.6,71.2,0
INV-001335,2022-01-06,East,Raw Material B,Supplier-042,WH-South,7145,1239,2301,33,17,3619,115.65,8.27,0,3.4,Low,0.78,826319.25,93.2,0
INV-001336,2022-08-15,West,Finished Good 1,Supplier-003,WH-East,7987,396,3877,18,24,3641,238.31,9.37,10,4.6,Low,0.72,1903381.97,61.8,0
INV-001337,2022-04-01,West,Packaging,Supplier-044,WH-East,4136,678,2759,57,4,1025,21.21,1.78,10,3.6,Medium,0.8,87724.56,45.0,0
INV-001338,2022-05-02,Central,Equipment,Supplier-026,WH-South,2460,1434,4619,25,17,4578,492.25,9.63,10,1.6,Critical,0.88,1210935.0,16.0,0
INV-001339,2022-08-31,West,Finished Good 1,Supplier-041,WH-East,4938,161,2706,35,16,1271,480.78,9.67,5,2.0,Low,0.95,2374091.64,54.7,0
INV-001340,2024-11-19,Central,Packaging,Supplier-025,WH-South,5452,767,3649,46,20,2085,492.9,4.81,12,4.7,Low,0.82,2687290.8,44.8,0
INV-001341,2022-09-09,Central,Finished Good 1,Supplier-030,WH-North,1829,1474,505,14,3,2537,439.43,1.21,3,1.2,Low,0.73,803717.47,108.7,0
INV-001342,2022-03-21,East,Raw Material A,Supplier-030,WH-Central,1033,651,1103,52,8,3355,450.64,6.41,4,3.8,Medium,0.72,465511.12,28.1,0
INV-001343,2023-03-01,South,Equipment,Supplier-043,WH-West,707,1330,300,30,19,410,43.72,6.45,5,1.3,Low,0.84,30910.04,70.7,1
INV-001344,2022-02-24,East,Raw Material A,Supplier-026,WH-West,1899,1815,2332,37,1,3596,107.08,5.54,13,1.9,High,0.92,203344.92,24.4,0
INV-001345,2024-04-24,Central,Equipment,Supplier-019,WH-Central,9631,1655,193,1,6,230,334.13,3.62,8,4.2,Low,0.86,3218006.03,1497.0,0
INV-001346,2023-04-16,North,Finished Good 2,Supplier-027,WH-South,3941,601,4616,4,18,4298,102.03,1.18,12,2.4,High,0.73,402100.23,25.6,0
INV-001347,2022-07-25,South,Equipment,Supplier-005,WH-West,2336,482,2670,4,18,4679,25.58,5.84,19,2.9,Critical,0.76,59754.88,26.2,0
INV-001348,2024-07-09,South,Raw Material B,Supplier-043,WH-North,158,407,3145,45,21,4801,204.77,3.48,4,4.1,Critical,0.7,32353.66,1.5,1
INV-001349,2024-03-27,North,Finished Good 1,Supplier-039,WH-North,8938,1014,115,5,14,1158,464.24,1.45,0,3.3,Low,0.95,4149377.12,2331.7,0
INV-001350,2023-07-20,East,Component X,Supplier-033,WH-North,7428,1043,1120,10,20,3146,497.91,2.31,13,2.1,Low,0.73,3698475.48,199.0,0
INV-001351,2022-07-04,North,Equipment,Supplier-016,WH-Central,2372,1940,3859,57,2,2147,244.56,8.01,5,4.8,Low,0.88,580096.32,18.4,0
INV-001352,2024-09-28,North,Raw Material B,Supplier-025,WH-South,6563,577,4502,15,3,3755,305.58,8.16,7,2.8,High,0.81,2005521.54,43.7,0
INV-001353,2022-11-28,East,Packaging,Supplier-042,WH-East,2577,779,4769,38,11,3880,174.02,7.79,0,1.5,High,0.78,448449.54,16.2,0
INV-001354,2024-05-17,North,Finished Good 2,Supplier-048,WH-Central,3940,724,2263,37,29,517,141.73,1.22,10,1.3,Low,0.96,558416.2,52.2,0
INV-001355,2024-11-23,North,Component Y,Supplier-047,WH-North,9549,1775,1975,6,4,2612,464.79,1.55,17,4.3,Low,0.88,4438279.71,145.0,0
INV-001356,2022-03-29,Central,Finished Good 2,Supplier-048,WH-East,5393,286,3425,55,6,3748,359.96,2.72,9,3.0,Medium,0.81,1941264.28,47.2,0
INV-001357,2022-01-27,West,Raw Material B,Supplier-038,WH-Central,8977,1809,3846,22,12,3208,111.46,9.8,5,3.1,Low,0.8,1000576.42,70.0,0
INV-001358,2024-11-24,East,Finished Good 2,Supplier-003,WH-South,5591,390,2532,19,12,840,124.56,3.11,12,2.2,Medium,0.8,696414.96,66.2,0
INV-001359,2022-07-19,Central,Packaging,Supplier-023,WH-South,9958,639,1603,56,1,595,359.67,9.38,12,4.3,Low,0.86,3581593.86,186.4,0
INV-001360,2024-01-21,East,Packaging,Supplier-049,WH-South,6970,965,2439,9,5,188,199.56,6.76,9,4.4,Medium,0.93,1390933.2,85.7,0
INV-001361,2024-07-06,North,Raw Material A,Supplier-013,WH-Central,8599,929,2892,23,3,4846,247.95,0.76,16,3.2,Medium,0.88,2132122.05,89.2,0
INV-001362,2022-08-08,Central,Raw Material B,Supplier-022,WH-South,4173,1942,2665,26,29,116,404.92,5.13,13,4.2,High,0.97,1689731.16,47.0,0
INV-001363,2022-10-31,South,Finished Good 2,Supplier-002,WH-North,2641,439,2454,23,20,3549,344.22,8.44,15,4.1,Medium,0.81,909085.02,32.3,0
INV-001364,2022-03-04,South,Finished Good 1,Supplier-046,WH-Central,9132,1954,2490,16,4,113,473.06,1.1,16,2.0,High,0.92,4319983.92,110.0,0
INV-001365,2022-08-10,North,Finished Good 2,Supplier-038,WH-East,6293,824,2976,28,9,1273,415.09,6.29,12,4.6,Low,0.77,2612161.37,63.4,0
INV-001366,2023-12-03,South,Raw Material A,Supplier-016,WH-West,3596,1487,1387,33,7,765,133.22,3.54,16,1.8,Low,0.98,479059.12,77.8,0
INV-001367,2022-05-05,North,Equipment,Supplier-033,WH-West,9909,289,1201,8,25,4295,277.08,2.4,19,3.5,High,0.72,2745585.72,247.5,0
INV-001368,2024-08-07,West,Equipment,Supplier-001,WH-North,7988,1691,3532,37,20,3155,133.04,5.52,13,4.7,Medium,0.78,1062723.52,67.8,0
INV-001369,2022-06-22,Central,Raw Material A,Supplier-008,WH-North,2990,112,4910,25,9,3532,157.18,8.06,9,2.0,Low,0.98,469968.2,18.3,0
INV-001370,2023-02-05,East,Packaging,Supplier-019,WH-East,1610,1616,977,35,4,2454,372.72,7.9,13,3.1,Low,0.98,600079.2,49.4,1
INV-001371,2024-11-07,West,Finished Good 2,Supplier-013,WH-Central,7401,172,4157,45,1,4805,193.1,2.15,2,4.0,Low,0.72,1429133.1,53.4,0
INV-001372,2022-03-28,North,Component X,Supplier-050,WH-North,6811,1804,3460,34,4,941,240.08,3.81,19,4.3,Low,0.93,1635184.88,59.1,0
INV-001373,2024-04-16,South,Finished Good 1,Supplier-048,WH-West,7401,904,3987,59,16,3504,335.73,3.81,5,1.4,High,0.88,2484737.73,55.7,0
INV-001374,2024-07-16,East,Finished Good 1,Supplier-028,WH-Central,3240,1300,3756,3,25,1478,207.36,8.33,9,1.0,Low,0.76,671846.4,25.9,0
INV-001375,2022-07-28,Central,Component Y,Supplier-008,WH-East,9073,1967,4030,59,0,2847,217.96,5.21,13,4.7,High,0.81,1977551.08,67.5,0
INV-001376,2023-05-20,North,Component X,Supplier-048,WH-North,5739,1531,2960,34,19,4472,173.99,4.06,9,3.1,Low,0.97,998528.61,58.2,0
INV-001377,2022-04-21,Central,Finished Good 2,Supplier-045,WH-West,5999,666,4027,21,17,3064,227.48,8.15,0,3.8,Low,0.96,1364652.52,44.7,0
INV-001378,2024-08-04,East,Packaging,Supplier-022,WH-South,9331,957,2239,35,20,1555,394.56,8.96,4,2.2,Low,0.77,3681639.36,125.0,0
INV-001379,2023-04-15,Central,Component X,Supplier-023,WH-North,5088,1322,3904,40,2,3174,297.72,3.58,16,2.2,Low,0.79,1514799.36,39.1,0
INV-001380,2023-11-12,South,Component Y,Supplier-011,WH-South,2326,621,4609,35,10,106,34.36,9.86,13,3.5,Low,0.76,79921.36,15.1,0
INV-001381,2022-06-13,East,Raw Material B,Supplier-011,WH-Central,4274,1543,1032,42,24,2776,51.33,5.59,7,1.8,Low,0.82,219384.42,124.2,0
INV-001382,2022-04-08,East,Component Y,Supplier-046,WH-Central,8761,1391,2229,25,8,2669,7.54,1.09,7,3.9,Medium,0.99,66057.94,117.9,0
INV-001383,2023-08-13,North,Component Y,Supplier-040,WH-East,6146,692,3347,55,5,3291,102.3,3.97,5,1.9,Critical,0.9,628735.8,55.1,0
INV-001384,2024-01-10,West,Packaging,Supplier-045,WH-North,5133,971,4193,2,1,2749,112.48,5.67,9,1.1,Low,0.75,577359.84,36.7,0
INV-001385,2024-12-22,South,Packaging,Supplier-046,WH-Central,7014,1489,1101,6,27,3928,36.91,8.35,14,4.5,Low,0.99,258886.74,191.1,0
INV-001386,2023-07-19,North,Equipment,Supplier-021,WH-North,8609,1365,1955,46,4,2555,345.18,7.24,16,3.7,Low,0.87,2971654.62,132.1,0
INV-001387,2024-10-04,East,Finished Good 1,Supplier-033,WH-West,2319,454,4718,7,11,398,350.05,2.4,13,4.1,Low,0.85,811765.95,14.7,0
INV-001388,2023-09-07,South,Finished Good 1,Supplier-016,WH-West,2151,1386,1910,55,29,1449,264.93,4.53,14,3.5,Medium,0.86,569864.43,33.8,0
INV-001389,2023-02-13,East,Packaging,Supplier-040,WH-West,8422,1861,2292,36,17,4466,323.13,1.43,5,4.0,Critical,0.91,2721400.86,110.2,0
INV-001390,2024-03-31,East,Raw Material B,Supplier-005,WH-North,2883,1892,2629,44,7,2135,445.77,8.83,10,1.7,Critical,0.98,1285154.91,32.9,0
INV-001391,2022-12-25,North,Component X,Supplier-031,WH-East,2737,1276,804,54,24,3241,117.29,0.54,0,1.2,Low,0.71,321022.73,102.1,0
INV-001392,2022-08-22,South,Equipment,Supplier-014,WH-East,9928,1749,2305,39,4,2974,227.17,2.98,7,4.4,Low,0.96,2255343.76,129.2,0
INV-001393,2023-02-07,Central,Packaging,Supplier-046,WH-Central,6066,601,4786,6,11,204,205.59,7.74,12,3.8,Low,0.71,1247108.94,38.0,0
INV-001394,2022-02-20,East,Finished Good 1,Supplier-006,WH-West,3719,1784,2145,51,7,4203,411.32,0.71,19,3.6,Medium,0.86,1529699.08,52.0,0
INV-001395,2022-02-05,East,Component X,Supplier-028,WH-South,2282,1790,4170,40,22,1314,154.36,7.35,18,2.4,Medium,0.9,352249.52,16.4,0
INV-001396,2024-06-10,North,Raw Material B,Supplier-018,WH-Central,5890,606,350,38,21,279,187.66,6.72,5,4.6,Medium,0.99,1105317.4,504.9,0
INV-001397,2023-01-08,Central,Raw Material B,Supplier-022,WH-East,7136,1863,1310,26,22,4269,96.7,4.73,13,1.6,High,0.96,690051.2,163.4,0
INV-001398,2023-12-16,South,Finished Good 1,Supplier-006,WH-North,5059,478,2101,59,8,3720,16.77,1.84,7,3.9,Low,0.76,84839.43,72.2,0
INV-001399,2024-12-24,Central,Raw Material A,Supplier-012,WH-South,3509,175,4347,31,0,2858,445.67,3.44,10,3.0,Low,0.71,1563856.03,24.2,0
INV-001400,2024-12-17,South,Finished Good 2,Supplier-039,WH-South,1400,1601,4052,21,12,2307,403.56,2.39,18,4.9,Medium,0.85,564984.0,10.4,1
INV-001401,2023-12-29,South,Equipment,Supplier-004,WH-Central,38,743,1763,18,0,4383,399.07,0.56,0,2.9,Low,0.87,15164.66,0.6,1
INV-001402,2024-07-04,Central,Finished Good 2,Supplier-015,WH-South,1408,620,1329,50,19,970,131.77,3.99,13,1.8,Medium,0.91,185532.16,31.8,0
INV-001403,2024-05-22,North,Finished Good 2,Supplier-024,WH-Central,7802,1297,2138,17,2,2523,68.74,9.07,14,3.3,Low,0.87,536309.48,109.5,0
INV-001404,2024-05-29,Central,Component Y,Supplier-045,WH-South,2299,1399,3110,32,10,2767,300.74,5.06,6,4.3,Low,0.74,691401.26,22.2,0
INV-001405,2023-06-04,North,Component X,Supplier-016,WH-North,3027,1352,4278,53,11,2736,236.87,6.21,8,3.7,Critical,0.96,717005.49,21.2,0
INV-001406,2024-10-13,North,Equipment,Supplier-045,WH-West,9368,914,3232,48,8,3523,123.35,9.44,9,1.6,High,0.84,1155542.8,87.0,0
INV-001407,2022-03-02,Central,Component Y,Supplier-042,WH-South,9565,1057,1780,46,25,247,388.21,4.78,11,1.0,Critical,0.75,3713228.65,161.2,0
INV-001408,2023-02-23,East,Packaging,Supplier-003,WH-North,4714,1934,3791,52,8,124,74.39,6.04,13,1.2,Low,0.92,350674.46,37.3,0
INV-001409,2022-09-04,West,Raw Material B,Supplier-047,WH-West,1640,1716,3380,5,8,1192,411.3,1.38,2,3.0,Low,0.94,674532.0,14.6,1
INV-001410,2022-01-12,North,Raw Material A,Supplier-024,WH-North,36,1819,2461,22,22,472,468.86,1.77,8,1.4,High,0.99,16878.96,0.4,1
INV-001411,2023-11-15,North,Component X,Supplier-016,WH-West,9399,966,2622,4,12,895,371.6,6.05,4,1.0,Low,0.7,3492668.4,107.5,0
INV-001412,2023-02-12,South,Raw Material A,Supplier-018,WH-South,505,667,1779,43,14,1450,336.49,0.95,19,2.9,Low,0.73,169927.45,8.5,1
INV-001413,2023-02-15,East,Equipment,Supplier-030,WH-West,9356,362,4450,58,9,3386,176.07,0.84,10,1.6,Low,0.97,1647310.92,63.1,0
INV-001414,2024-04-04,South,Component X,Supplier-044,WH-Central,6244,850,4785,29,16,4922,85.32,1.49,16,1.9,Low,0.79,532738.08,39.1,0
INV-001415,2022-11-17,Central,Finished Good 2,Supplier-001,WH-West,4277,969,2680,54,22,552,111.51,2.72,7,2.0,High,0.74,476928.27,47.9,0
INV-001416,2024-06-19,East,Component Y,Supplier-012,WH-South,9465,1944,2517,59,9,1805,175.07,1.43,0,1.7,Low,0.97,1657037.55,112.8,0
INV-001417,2023-06-05,Central,Component X,Supplier-003,WH-Central,878,391,4144,51,9,2781,229.03,2.93,11,3.8,Low,0.9,201088.34,6.4,0
INV-001418,2024-06-14,Central,Raw Material A,Supplier-043,WH-Central,9485,1137,3656,59,24,748,454.54,7.52,18,4.9,Low,0.81,4311311.9,77.8,0
INV-001419,2024-03-17,East,Raw Material A,Supplier-040,WH-West,2167,756,1336,5,7,2052,217.37,4.45,8,1.1,Medium,0.85,471040.79,48.7,0
INV-001420,2024-06-13,Central,Raw Material B,Supplier-006,WH-North,9445,1979,1260,46,29,118,454.68,6.81,4,1.7,Low,0.97,4294452.6,224.9,0
INV-001421,2022-11-01,Central,Component X,Supplier-046,WH-North,7488,1065,221,5,20,521,121.42,7.76,2,2.9,Critical,0.92,909192.96,1016.5,0
INV-001422,2022-06-11,West,Finished Good 2,Supplier-029,WH-Central,477,981,2555,47,29,1541,406.93,3.62,0,4.0,High,0.84,194105.61,5.6,1
INV-001423,2023-12-25,East,Packaging,Supplier-036,WH-North,267,782,195,13,5,310,318.86,8.99,11,1.4,Critical,0.97,85135.62,41.1,1
INV-001424,2022-05-12,West,Component Y,Supplier-050,WH-West,3183,982,1041,29,24,4779,99.24,8.68,16,4.2,Low,0.98,315880.92,91.7,0
INV-001425,2024-12-10,Central,Finished Good 1,Supplier-003,WH-West,4808,1788,4667,31,22,2688,64.44,4.43,19,3.3,Low,0.91,309827.52,30.9,0
INV-001426,2023-05-08,East,Equipment,Supplier-029,WH-Central,2205,697,1381,13,14,809,2.94,8.34,5,3.4,Low,0.96,6482.7,47.9,0
INV-001427,2022-10-11,West,Component X,Supplier-001,WH-Central,4530,1595,127,2,21,4905,170.21,3.7,13,1.1,Low,0.89,771051.3,1070.1,0
INV-001428,2024-08-30,North,Equipment,Supplier-011,WH-North,3000,1172,4727,7,14,1071,125.61,7.37,3,1.3,Low,0.92,376830.0,19.0,0
INV-001429,2022-02-08,East,Finished Good 1,Supplier-039,WH-North,2300,1532,4013,33,26,4196,472.58,9.73,12,4.9,Medium,0.95,1086934.0,17.2,0
INV-001430,2022-03-07,Central,Finished Good 1,Supplier-045,WH-South,3449,1157,2216,21,17,2387,372.0,3.46,15,4.0,Low,0.76,1283028.0,46.7,0
INV-001431,2022-04-28,Central,Finished Good 2,Supplier-013,WH-East,527,266,3910,42,20,3300,43.64,5.94,6,4.2,Medium,0.73,22998.28,4.0,0
INV-001432,2023-06-29,East,Equipment,Supplier-035,WH-East,605,752,695,31,13,3651,361.07,3.92,9,1.6,High,0.71,218447.35,26.1,1
INV-001433,2024-04-05,East,Finished Good 2,Supplier-041,WH-North,9981,1727,1795,20,22,3865,132.26,5.23,3,1.1,Low,0.78,1320087.06,166.8,0
INV-001434,2024-04-29,North,Raw Material B,Supplier-021,WH-Central,601,699,2141,20,2,332,397.7,2.57,14,3.6,Medium,0.78,239017.7,8.4,1
INV-001435,2024-05-21,West,Component X,Supplier-030,WH-South,2528,1746,114,34,13,823,228.33,4.57,10,4.0,Medium,0.97,577218.24,665.3,0
INV-001436,2022-07-25,Central,Equipment,Supplier-021,WH-North,4583,1257,726,2,10,847,109.28,6.62,0,4.7,Medium,0.86,500830.24,189.4,0
INV-001437,2023-09-29,West,Finished Good 1,Supplier-043,WH-South,1806,1628,1583,6,1,4190,420.06,3.77,3,1.8,Medium,0.81,758628.36,34.2,0
INV-001438,2023-11-08,North,Raw Material B,Supplier-011,WH-East,9765,1032,4872,12,10,4894,480.33,3.25,12,3.8,Medium,0.9,4690422.45,60.1,0
INV-001439,2022-02-21,Central,Finished Good 2,Supplier-001,WH-East,9296,271,2508,28,20,1824,244.93,3.64,0,1.4,Low,0.87,2276869.28,111.2,0
INV-001440,2022-05-19,East,Finished Good 2,Supplier-010,WH-North,1074,1288,3733,53,14,154,205.31,3.47,2,3.7,Low,0.89,220502.94,8.6,1
INV-001441,2022-08-27,Central,Raw Material B,Supplier-002,WH-North,225,1004,478,38,21,1152,324.6,2.02,19,3.6,High,0.81,73035.0,14.1,1
INV-001442,2022-04-14,Central,Finished Good 2,Supplier-032,WH-South,7064,442,3589,7,5,4116,122.75,9.11,10,2.6,Low,0.85,867106.0,59.0,0
INV-001443,2024-07-04,South,Finished Good 1,Supplier-018,WH-North,9826,1612,1021,23,10,3853,468.31,9.58,4,3.4,Low,0.78,4601614.06,288.7,0
INV-001444,2024-09-21,South,Finished Good 2,Supplier-017,WH-West,5221,530,3156,49,27,717,321.37,3.02,16,3.5,Low,0.92,1677872.77,49.6,0
INV-001445,2024-08-15,North,Component Y,Supplier-046,WH-North,2122,558,977,41,21,1683,368.54,6.36,11,1.9,High,0.82,782041.88,65.2,0
INV-001446,2022-09-12,South,Component Y,Supplier-040,WH-East,5069,1935,1717,40,22,1404,393.35,3.49,13,3.6,High,0.92,1993891.15,88.6,0
INV-001447,2023-06-01,East,Packaging,Supplier-035,WH-East,5683,1094,1379,59,8,1709,400.36,6.01,9,3.5,High,0.93,2275245.88,123.6,0
INV-001448,2022-03-18,North,Packaging,Supplier-032,WH-South,8919,566,778,8,22,2316,373.84,3.29,2,2.6,High,0.76,3334278.96,343.9,0
INV-001449,2022-02-10,West,Finished Good 2,Supplier-050,WH-North,3360,383,132,20,0,1929,141.88,1.08,12,2.1,High,0.72,476716.8,763.6,0
INV-001450,2023-06-22,West,Finished Good 1,Supplier-007,WH-East,3162,142,479,17,0,3816,331.34,1.92,3,3.8,Low,0.79,1047697.08,198.0,0
INV-001451,2023-04-29,Central,Finished Good 2,Supplier-036,WH-West,7448,398,3325,54,24,4458,304.38,5.47,11,2.6,Medium,0.85,2267022.24,67.2,0
